EPOCH,Steps,G_loss,D_loss,g_adv,g_con,g_enc,d_X,d_X_hat
1.0,1.0,36.05304718017578,0.7156919240951538,0.8476371765136719,25.313701629638672,9.89171028137207,0.8443977236747742,0.5869860649108887
1.0,2.0,38.5813102722168,0.6616325974464417,0.38563990592956543,23.847412109375,14.348257064819336,0.05029919371008873,1.2729660272598267
1.0,3.0,44.74553298950195,0.9880102872848511,6.242154121398926,21.750553131103516,16.752826690673828,1.9689571857452393,0.007063360884785652
1.0,4.0,32.61870193481445,1.8053771257400513,0.23860876262187958,21.356826782226562,11.023266792297363,0.082107774913311,3.528646469116211
1.0,5.0,37.66862487792969,0.3882272243499756,3.289022922515869,19.955795288085938,14.423806190490723,0.6973025798797607,0.07915189862251282
1.0,6.0,33.16193771362305,0.34010034799575806,1.99165940284729,19.312931060791016,11.857346534729004,0.46064746379852295,0.21955324709415436
1.0,7.0,29.584651947021484,0.63109290599823,0.727180004119873,18.205093383789062,10.652379035949707,0.19101962447166443,1.0711661577224731
1.0,8.0,37.722564697265625,1.4427355527877808,6.331582069396973,19.298254013061523,12.09272575378418,2.8710243701934814,0.014446736313402653
1.0,9.0,26.4644775390625,2.1798458099365234,0.1589994728565216,18.367237091064453,7.938239574432373,0.052246447652578354,4.307445049285889
1.0,10.0,32.8419189453125,0.4526323676109314,3.247154712677002,17.835851669311523,11.7589111328125,0.6997159123420715,0.20554879307746887
1.0,11.0,24.80282974243164,0.5433731079101562,1.1413557529449463,16.780595779418945,6.8808794021606445,0.4974209666252136,0.5893253087997437
1.0,12.0,24.523937225341797,0.689361572265625,2.045116424560547,15.898582458496094,6.580239295959473,1.1156878471374512,0.2630353271961212
1.0,13.0,21.710866928100586,1.7117775678634644,0.2284802496433258,15.840296745300293,5.642089366912842,0.16136890649795532,3.262186288833618
1.0,14.0,31.541767120361328,1.758367896080017,6.93284797668457,14.609293937683105,9.999625205993652,3.5118746757507324,0.004861101508140564
1.0,15.0,21.06296157836914,0.916222095489502,0.4115789532661438,14.435776710510254,6.21560525894165,0.13811179995536804,1.6943323612213135
1.0,16.0,23.135530471801758,0.37282419204711914,1.9576778411865234,14.048971176147461,7.128881931304932,0.537621796131134,0.20802655816078186
1.0,17.0,20.718093872070312,0.37957900762557983,1.4224926233291626,12.97650146484375,6.319100379943848,0.3634617030620575,0.3956962823867798
1.0,18.0,18.629085540771484,0.6721435785293579,0.6957916021347046,12.800076484680176,5.133217811584473,0.394717812538147,0.9495694041252136
1.0,19.0,21.25661277770996,1.3522670269012451,3.6559531688690186,12.62971305847168,4.970946788787842,2.6482324600219727,0.05630156025290489
1.0,20.0,16.537872314453125,1.7990930080413818,0.07704053819179535,11.9940767288208,4.466753959655762,0.044418856501579285,3.553767204284668
1.0,21.0,19.105560302734375,0.703435480594635,2.471410036087036,11.328263282775879,5.305886745452881,1.1699633598327637,0.23690763115882874
1.0,22.0,17.323509216308594,0.5372169017791748,1.4406495094299316,10.946545600891113,4.936314582824707,0.6466885805130005,0.42774516344070435
1.0,23.0,15.478439331054688,0.6998862028121948,0.587117612361908,10.468944549560547,4.422377109527588,0.31000977754592896,1.089762568473816
1.0,24.0,17.404714584350586,0.9107491374015808,2.5905275344848633,10.388947486877441,4.425239562988281,1.6993069648742676,0.12219128757715225
1.0,25.0,14.304462432861328,1.409915566444397,0.21264392137527466,9.860137939453125,4.231680870056152,0.10490156710147858,2.7149295806884766
1.0,26.0,16.15774917602539,0.7740309238433838,2.3926148414611816,9.244841575622559,4.520292282104492,1.388175368309021,0.159886434674263
1.0,27.0,14.098258972167969,0.5805089473724365,0.830543041229248,8.885199546813965,4.382516384124756,0.43345338106155396,0.7275644540786743
1.0,28.0,13.747769355773926,0.5794147253036499,1.0158865451812744,8.600914001464844,4.1309685707092285,0.5606292486190796,0.5982001423835754
1.0,29.0,14.10853099822998,0.5766276717185974,1.2841087579727173,8.52993392944336,4.294488430023193,0.7401642203330994,0.41309112310409546
1.0,30.0,13.269309043884277,0.7037511467933655,0.6091984510421753,8.412912368774414,4.247198104858398,0.430269718170166,0.9772325754165649
1.0,31.0,13.840471267700195,0.7141584753990173,1.8782562017440796,7.842268943786621,4.119945526123047,1.187694787979126,0.2406221181154251
1.0,32.0,11.823728561401367,0.9753443002700806,0.29851004481315613,7.726433277130127,3.7987847328186035,0.22290083765983582,1.727787733078003
1.0,33.0,14.966139793395996,0.9092644453048706,2.853489875793457,8.045658111572266,4.066991806030273,1.7325429916381836,0.08598586916923523
1.0,34.0,11.772686004638672,0.7529447078704834,0.4796459376811981,7.489983558654785,3.8030569553375244,0.2678024470806122,1.2380869388580322
1.0,35.0,12.87083625793457,0.5875574946403503,1.4738621711730957,7.4334540367126465,3.9635207653045654,0.7924637794494629,0.3826512098312378
1.0,36.0,11.973030090332031,0.5602836608886719,1.0878138542175293,6.971344947814941,3.9138715267181396,0.5684349536895752,0.5521324276924133
1.0,37.0,11.427781105041504,0.5795716643333435,0.9263619184494019,6.925898551940918,3.5755205154418945,0.5406466722488403,0.6184966564178467
1.0,38.0,11.149016380310059,0.6338849067687988,1.0019611120224,6.748534679412842,3.3985204696655273,0.7011812329292297,0.5665885210037231
1.0,39.0,10.650986671447754,0.6725103259086609,0.9620651006698608,6.329301834106445,3.3596198558807373,0.7548075914382935,0.5902130603790283
1.0,40.0,10.646591186523438,0.6422642469406128,0.6563286781311035,6.701449394226074,3.288813591003418,0.4670385718345642,0.8174898624420166
1.0,41.0,12.29062271118164,0.717306911945343,1.9701550006866455,6.904182434082031,3.416285753250122,1.2535338401794434,0.1810799539089203
1.0,42.0,10.018007278442383,1.44648015499115,0.10641653835773468,6.57671594619751,3.3348748683929443,0.06247156113386154,2.830488681793213
1.0,43.0,13.485908508300781,1.1068446636199951,3.3205432891845703,6.554181098937988,3.6111843585968018,2.162726879119873,0.05096232891082764
1.0,44.0,10.266729354858398,0.6592106819152832,0.690699577331543,6.330467700958252,3.2455618381500244,0.4047740697860718,0.9136472940444946
1.0,45.0,9.820976257324219,0.6620140075683594,0.7698971033096313,6.177778244018555,2.8733015060424805,0.479300856590271,0.8447271585464478
1.0,46.0,10.801409721374512,0.6635245084762573,1.8240230083465576,6.00497579574585,2.9724109172821045,1.098404884338379,0.22864417731761932
1.0,47.0,9.168708801269531,0.7594441175460815,0.4072585999965668,6.036855220794678,2.724595069885254,0.2551843523979187,1.2637038230895996
1.0,48.0,10.022905349731445,0.5952849388122559,1.4825170040130615,5.643847942352295,2.8965401649475098,0.8662338852882385,0.3243359625339508
1.0,49.0,9.562767028808594,0.6276965141296387,0.8145208954811096,5.8522443771362305,2.8960015773773193,0.514632523059845,0.7407604455947876
1.0,50.0,9.704598426818848,0.5933973789215088,1.0860052108764648,5.7415547370910645,2.8770384788513184,0.708139181137085,0.47865554690361023
1.0,51.0,9.163084983825684,0.6471574306488037,0.8240088820457458,5.852323532104492,2.4867522716522217,0.6113420128822327,0.68297278881073
1.0,52.0,9.08122444152832,0.5883334875106812,0.9056186676025391,5.553314685821533,2.622291326522827,0.6044492721557617,0.5722176432609558
1.0,53.0,9.466176986694336,0.6099438071250916,1.0067188739776611,5.930167198181152,2.5292906761169434,0.718403697013855,0.5014839172363281
1.0,54.0,8.73674488067627,0.6402391195297241,0.6160048842430115,5.567108631134033,2.55363130569458,0.39735114574432373,0.8831270933151245
1.0,55.0,10.303592681884766,0.8459070920944214,2.247913122177124,5.479884147644043,2.5757949352264404,1.5395774841308594,0.1522367298603058
1.0,56.0,8.48095989227295,1.6725029945373535,0.06906279176473618,5.976223468780518,2.435673952102661,0.055033475160598755,3.2899725437164307
1.0,57.0,10.07142162322998,0.7631171941757202,2.1458845138549805,5.4131879806518555,2.5123491287231445,1.3419181108474731,0.1843162477016449
1.0,58.0,8.427961349487305,0.6159816980361938,1.021466851234436,5.222437858581543,2.1840567588806152,0.6340253353118896,0.5979380011558533
1.0,59.0,7.854701042175293,0.7707264423370361,0.5553550720214844,5.279313564300537,2.0200324058532715,0.414431095123291,1.1270217895507812
1.0,60.0,8.565092086791992,0.7511870861053467,1.4119187593460083,5.249890327453613,1.9032831192016602,1.137499451637268,0.3648747205734253
1.0,61.0,7.926817417144775,0.6318891048431396,0.7588940858840942,5.2568864822387695,1.9110369682312012,0.5455549359321594,0.7182232141494751
1.0,62.0,7.70690393447876,0.6095666885375977,0.8801783919334412,4.950998306274414,1.8757271766662598,0.5780729055404663,0.6410605311393738
1.0,63.0,7.963120460510254,0.6192867159843445,0.8969986438751221,5.125706195831299,1.940415382385254,0.6275449991226196,0.6110284328460693
1.0,64.0,7.853804588317871,0.6209887266159058,0.8688192367553711,4.94736909866333,2.037616491317749,0.5996293425559998,0.6423481702804565
1.0,65.0,8.287847518920898,0.6395422220230103,0.9755967855453491,5.314231872558594,1.9980186223983765,0.7343811988830566,0.5447032451629639
1.0,66.0,7.692748069763184,0.6484820246696472,0.785405695438385,4.90431547164917,2.0030267238616943,0.5813275575637817,0.7156364917755127
1.0,67.0,7.969194412231445,0.6497932076454163,0.9113302826881409,5.085758686065674,1.9721051454544067,0.7108907699584961,0.5886956453323364
1.0,68.0,8.458158493041992,0.5517948865890503,1.0720064640045166,4.95354700088501,2.4326047897338867,0.5983995795249939,0.5051901936531067
1.0,69.0,8.567184448242188,0.5768945217132568,0.9017336368560791,5.337475299835205,2.3279757499694824,0.5621002912521362,0.5916888117790222
1.0,70.0,7.999656677246094,0.5987443923950195,0.7839102149009705,4.874660015106201,2.3410861492156982,0.486430287361145,0.711058497428894
1.0,71.0,8.56702995300293,0.7415211796760559,1.303254246711731,5.176131248474121,2.0876450538635254,1.1111735105514526,0.37186887860298157
1.0,72.0,7.137707710266113,0.8141720294952393,0.35428860783576965,4.603444576263428,2.179974317550659,0.2688901722431183,1.3594539165496826
1.0,73.0,9.042840003967285,1.0580564737319946,2.2601237297058105,4.875604629516602,1.9071117639541626,1.942857027053833,0.17325598001480103
1.0,74.0,7.261979579925537,0.9970538020133972,0.2721181809902191,5.13800573348999,1.851855754852295,0.2620626389980316,1.7320449352264404
1.0,75.0,7.7465667724609375,0.7309614419937134,1.413661241531372,4.742485523223877,1.590419888496399,1.0707695484161377,0.39115339517593384
1.0,76.0,6.841212272644043,0.6729578375816345,0.6585004925727844,4.653471946716309,1.5292397737503052,0.49469491839408875,0.8512207269668579
1.0,77.0,7.450102806091309,0.6405107975006104,0.9737328886985779,4.950166702270508,1.5262031555175781,0.7404705882072449,0.540550947189331
1.0,78.0,7.018887519836426,0.6236377954483032,0.877910315990448,4.680809497833252,1.4601678848266602,0.6668823957443237,0.5803931951522827
1.0,79.0,6.918896198272705,0.5982921719551086,0.7033830881118774,4.654666900634766,1.5608460903167725,0.4744859039783478,0.7220984101295471
1.0,80.0,7.389110088348389,0.6095620393753052,1.0478687286376953,4.758963108062744,1.5822781324386597,0.7297803163528442,0.48934370279312134
1.0,81.0,7.40782356262207,0.5920282006263733,0.9178544878959656,4.703507900238037,1.7864608764648438,0.6004868149757385,0.5835695862770081
1.0,82.0,7.399744033813477,0.5729822516441345,0.8584068417549133,4.533654689788818,2.0076825618743896,0.5348720550537109,0.6110924482345581
1.0,83.0,7.574305534362793,0.6540507078170776,0.8623046278953552,4.968080043792725,1.7439205646514893,0.7022351622581482,0.6058661937713623
1.0,84.0,7.462409019470215,0.5697904825210571,0.8318805694580078,4.580384254455566,2.0501439571380615,0.5092631578445435,0.630317747592926
1.0,85.0,7.594360828399658,0.607708752155304,1.0840314626693726,4.520737171173096,1.9895923137664795,0.7402885556221008,0.4751289486885071
1.0,86.0,6.898955821990967,0.7805118560791016,0.44352543354034424,4.735274314880371,1.720156192779541,0.44227081537246704,1.1187529563903809
1.0,87.0,8.59012222290039,0.9086877703666687,2.17899751663208,4.6013641357421875,1.8097610473632812,1.6634773015975952,0.1538982093334198
